"MSOA11CD","closeness","betweenness","distHPD","popDens","medAge","deprivation"
"52","E02002207",4.96889864617636,4.31069603460948,13499.5710421317,5788.64813497264,33,6414.6504447933
"53","E02002225",4.99485066941298,5.62489484239222,18158.4993639261,687.895943647835,43,10227.9863592467
"54","E02002219",5.02516281823564,9.23776964632274,14361.0791503833,10785.1232746344,28,3263.86574789117
"55","E02002215",4.99007863599618,5.29502263421803,14235.7732907216,9495.20302106351,28,3429.79189527385
"56","E02002239",5.15057270727452,41.101140555984,10958.2448708205,908.480766843145,38,8426.89380610413
"57","E02002217",5.00368459837878,6.69866267448388,10896.9045373366,5095.15044372131,31,2364.10615963557
"58","E02002226",5.13771186440678,40.8829399214062,13529.6874208006,8357.18917376712,24,5038.91247207255
"59","E02002236",4.9583759310647,4.90600537300841,14329.9045578459,5349.64942694881,41,8530.51531184865
"60","E02002205",5.08119434258774,10.2241166552218,24887.2908518187,197.058733057419,46,16106.869118992
"61","E02002243",5.08614232209738,18.9521549641266,15123.5676828967,1663.50939071513,42,6944.6719134811
"62","E02002262",5.11025814706104,23.0907053275686,18208.3170044491,1484.42856907666,47,14759.8615560641
"63","E02002258",5.13538042656179,30.210234116818,17223.7416017217,788.60641356307,45,16170.1636442142
"64","E02002247",5.1029610701939,18.2013820456588,30571.0944498108,97.3620997692923,47,16991.6245268736
"65","E02002265",5.00996089426695,11.0141043337393,36115.72076514,255.168320562662,47,12408.0017516202
"66","E02002268",5.17254513597928,50.4939814515359,22732.3719881555,1494.73818537615,43,10958.7123733027
"67","E02002267",5.01810657009829,5.63230179747193,20400.2146737788,1518.64746439909,45,13319.6202037992
"68","E02002269",5.12684989429176,22.4515102661589,24534.3714628297,650.528056133073,44,19290.7620959222
"69","E02002254",5.05208333333333,6.56573495436235,18287.6605788727,1247.45056674043,49,24233.5309622102
"70","E02002244",5.05923552641383,13.7093074283834,21435.5260029378,674.421610477491,47,16486.9446849447
"71","E02002245",4.94249526859805,2.95680455882539,22804.4025966064,1001.55099570817,37,3572.06632371854
"72","E02002248",5.01662356852604,5.46865177544718,22236.2792680677,3373.087613234,40,5379.18709760494
"73","E02002250",5.11873350923483,25.5347677703283,27473.346480496,203.860937469562,48,15998.239204213
"74","E02002263",5.06792058516196,15.069461819002,26562.8530533261,562.691353593494,46,11780.9919354839
"75","E02002252",4.95403472931563,1.09437407318427,23933.5163910431,1176.01975312086,48,15457.3280905483
"76","E02002253",5.02218934911243,10.130844458043,23140.6026241821,5570.31862497029,32,5164.68894343412
"77","E02002246",5.07056978567695,9.71688572294348,18164.0245968695,1082.41581256118,48,22820.2273059647
"78","E02002251",5.38333465472132,182.604638034574,21115.3181084753,1265.83832833774,43,5642.83166628779
"79","E02002249",4.91957687291697,3.12934668092847,21750.1218467536,4653.3993959699,37,2394.23857420152
"80","E02002266",4.98751285441457,7.4419837643498,19045.8893681705,2505.51627100649,47,20424.1942778825
"81","E02002270",5.12607579646686,31.9777802778006,28641.2312714178,146.5603100996,44,22919.4301912725
"82","E02002255",4.9471766848816,5.02123398128831,22264.980098773,5769.61462960298,30,879.2208052013
"83","E02002264",5.07777445408316,12.100393087025,22524.2696244679,2978.11247115237,46,22651.767158253
"84","E02002259",5.09836311758522,15.9174788157302,22817.1685281516,3557.42225632231,42,15493.4820263706
"85","E02002260",5.08652333508128,14.6980818264093,24639.3107758466,3713.22636044186,43,12343.0095998274
"86","E02002256",5.10679903730445,17.4504666071499,36923.0588354792,388.392078757827,44,7642.8588976378
"87","E02002261",5.07777445408316,15.1335810792783,21230.1212495528,1135.1957670141,43,11677.3619104478
"88","E02002257",4.91139240506329,3.88216664677364,23019.8556735087,10478.8116202468,30,3161.75868640962
"89","E02002310",4.97983131646498,3.02789690394021,22113.2090887465,4929.64117380004,39,11347.0405246343
"90","E02002314",5.03821325220746,5.14056219424007,22701.1247665036,1434.1118315528,48,16808.8439716312
"91","E02002312",5.14744901827003,39.3204544287046,23451.4859925317,3887.75503621709,28,9418.9797497975
"92","E02002277",5.03709198813056,12.1851403584492,11159.2761332556,1661.61094608898,38,9698.03775793941
"93","E02002280",4.98129264177243,8.69674819002869,11869.8328474572,4680.02541466148,33,2738.81351582549
"94","E02002283",4.9645390070922,7.28663532836103,12447.2103855985,4730.14052756018,32,7122.66312475403
"95","E02002284",5.09606724707295,18.9082808593688,12410.551342447,2129.92047159416,46,14333.1338518879
"96","E02002286",5.06376314415691,10.8487873860145,13595.3697050958,4421.2106053653,34,6460.77458396369
"97","E02002276",5.05885859037401,8.66297565010486,11245.6484531756,2461.3903087004,43,10088.8824151143
"98","E02002282",4.97581708925693,2.88554994367841,12599.5084769433,6736.63125924836,32,6854.69349764027
"99","E02002299",5.19113149847095,50.3609288900143,21386.3561579538,1905.70047700641,32,2310.54075909743
"100","E02002297",5.06451853509361,9.15588602752982,22065.8041270314,1512.90004417693,44,19380.2911212294
"101","E02002301",5.04607609988109,6.88251980030706,22156.8943490476,7479.75537101359,32,6150.16736450337
"102","E02002292",5.09033660694205,16.8478431166082,19182.6812804136,1085.82267026096,45,17736.4693412754
"103","E02002272",5.14901038901949,46.9072143778183,10186.9863479455,1793.4735343306,42,11198.6516482381
"104","E02002271",5.06602999328508,11.1585415657254,10316.8259006988,1095.9102964016,46,21169.0918478261
"105","E02002275",5.05810488676996,12.0779998129455,13670.4038104379,3472.25653471084,42,12784.8226480836
"106","E02002273",5.10027792383385,25.0773886001485,13913.6377104228,883.565773589514,45,15884.274105697
"107","E02002278",5.03671834433647,7.43046261466759,14660.232304688,2172.71815000369,42,12200.1488986784
"108","E02002322",5.08423811306627,23.2436158208663,32089.2344650337,123.70944309989,46,16296.2011199253
"109","E02002319",5.02888460968745,6.39140895390741,28733.6884013196,1187.48177635305,42,16006.5003602825
"110","E02002315",5.06754235390701,10.2345698466064,26106.573654509,2818.09691704516,37,9007.39543782193
"111","E02002317",4.92671600638514,3.87876399429544,25462.6999552709,3572.97706783173,38,7479.6142186452
"112","E02002313",5.05358737719559,9.88416376235549,24517.6354893782,8054.19863331898,30,3407.39448325705
"113","E02002320",5.04158004158004,6.19640058761424,26505.5441158239,1115.3763793446,49,17344.3890768487
"114","E02002302",5.06867721707973,9.46044431686745,20340.779538243,725.196595900422,44,23029.4524115756
"115","E02002307",5.03335804299481,6.5725873585698,21454.1205624045,2398.5551399395,44,11390.1301967494
"116","E02002305",4.98421786684284,7.14910290574809,21847.5276641154,3433.76452960638,36,6444.55527033531
"117","E02002295",5.11603375527426,27.1868532643961,19757.3572192623,2663.85834508483,34,4860.01174089069
"118","E02002324",5.05058018446891,10.997574738583,24194.9184343701,382.568485485986,48,22460.4223042836
"119","E02002327",5.12414157422081,23.4538603347001,25986.9359884222,426.230449719189,46,24297.3776601059
"120","E02002326",5.08233532934132,9.2529337747064,26097.4530239497,458.427975552159,44,29199.2286085403
"121","E02002288",5.0648963150828,9.06185431559593,13799.4550011047,3186.91118750584,38,8240.46496557311
"122","E02002287",5.0502045370026,14.6740561936522,13508.56800135,4014.5766387165,34,4888.49334036661
"123","E02002290",5.04532620002972,4.25950251647615,15966.1853298883,1800.24625243863,50,22390.3101503759
"124","E02002293",4.99264705882353,9.7067455638362,15867.4046496165,3846.63628592915,29,3363.7530824488
"125","E02002289",4.86529091430209,4.85934144755913,14735.4211857756,3471.44467815798,29,3251.39159354656
"126","E02002311",4.99521812697712,2.82891360106339,26207.9840264837,3131.32305501624,42,13873.2577492747
"127","E02002306",5.06376314415691,7.15054047653148,26152.7463491059,830.449847077724,47,23269.6895194358
"128","E02002308",5.08423811306627,10.7525703794394,25017.5596679229,2844.39151401748,41,15819.8582592706
"129","E02002285",5.11603375527426,26.1269922774538,14602.5214264434,1007.5477732052,45,19372.9967041016
"130","E02002281",5.08005386802334,10.019059862546,12871.5047012778,5130.2111567167,37,8332.956197497
"131","E02002325",5.10948905109489,19.5085302809855,30472.7914060229,384.058662536274,47,20632.8912537413
"132","E02002323",5.11064278187566,20.9022589173953,27538.9840369952,737.979737808111,47,23619.2391875747
"133","E02002329",5.10756732360463,21.1110413780159,29958.3690120754,471.654137246687,46,24161.5946951318
"134","E02002328",5.07967382359542,14.084737401022,30809.2083485612,206.273873908603,48,23143.505943957
"135","E02002321",5.09912886752779,20.934220348454,23938.916850032,365.227270102443,42,25390.445622582
"136","E02002316",5.10181080471861,27.7978942126325,21060.2664052553,440.889064985936,47,21949.7283554741
"137","E02002300",5.03186601452497,4.34848844393096,23890.2674675849,3152.55209192392,47,22444.8648152679
"138","E02002303",5.09683230746134,19.1121578803994,23893.1600808859,4303.86872050187,42,14241.0564723694
"139","E02002296",5.03149314560948,7.526040721658,17391.2744426551,896.775404327021,48,18151.1375374518
"140","E02002291",5.01291989664083,9.80391917755383,16640.8782405996,3088.25292318371,46,20261.8172932331
"141","E02002318",5.04570112209259,4.46526986822381,24817.176308678,1963.45778731401,45,8154.77286368662
"142","E02002304",5.09071824861299,17.4343914016988,23263.7278250298,4326.90448718137,36,9362.30626780627
"143","E02002309",5.05885859037401,10.8191355951804,23976.3043093992,3791.36392986497,35,5451.98711665033
"144","E02002274",5.05396352809825,4.86899801729749,11769.8079894291,2030.24774811023,43,21004.9094934957
"145","E02002279",5.07208485844476,9.27819338598439,13320.2913091875,2020.67642911168,41,7643.1884057971
"146","E02002298",5.00257864878804,5.10166821068735,17079.6849448508,700.257167628544,47,11660.2793006371
"147","E02002294",5.17530487804878,77.3580695614695,15392.910259509,3211.40161796187,31,7280.41931684334
"148","E02002340",5.07019115890084,12.4718219846162,9421.05793362184,2557.67856486268,46,16793.634625789
"149","E02002338",5.06376314415691,9.80447136143745,11271.7359777658,3161.61036139224,42,22370.6947850495
"150","E02002337",5.06640799880615,10.3819027158326,12358.8693440571,497.559724145662,44,29591.3268398268
"151","E02002339",5.05848171049691,9.59859727028635,10033.0382918728,3754.10576403959,41,11407.3658674722
"152","E02002343",5.08157461457866,11.5340704714444,9064.10417532634,1966.43225535827,41,25389.0417926374
"153","E02002388",5.08081412750673,12.2920415333511,2904.22148114253,4233.4497398129,34,4633.36810613944
"154","E02002400",5.19232239810354,58.0541265509395,1825.36805332858,3469.26609206479,33,1118.80568245125
"155","E02002396",5.09148170365927,13.4086357872529,2865.98034470647,4254.30151388915,36,7215.42627556754
"156","E02002359",5.10910458991723,22.4448575498662,12398.6946822197,142.579103538807,48,24403.7498049009
"157","E02002417",5.06338553318419,10.18218427628,15206.3144741848,269.122422516932,43,18071.671566444
"158","E02002418",5.04720136772467,5.90835101295373,13714.5954032859,2714.9153604228,40,18944.5231368027
"159","E02002432",5.07967382359542,10.1925043431941,14031.9597905062,652.044973357193,41,16854.3415855355
"160","E02002351",5.09071824861299,19.2862789341083,8932.93883743944,314.052128417054,50,27093.6500938086
"161","E02002415",4.98971193415638,7.85220667081012,4356.37947468904,10754.4779619054,28,500.687581189919
"162","E02002420",5.12143611404435,31.122769782418,4828.07318650279,4253.72627016642,35,8024.76003745757
"163","E02002419",5.14160230198395,33.0090164926263,4663.34159269805,2836.23672977339,36,3265.87808716707
"164","E02002380",5.01070031731976,7.46698453244133,4504.8009460253,3819.69437842568,43,11183.9963063764
"165","E02002375",5.06640799880615,8.67227377293659,3313.8426582646,2610.36001177802,28,3170.21699734417
"166","E02002381",5.06074383245137,9.03901244146613,5576.92775520774,2810.75216035436,37,11391.3625164258
"167","E02002387",4.94789769000947,8.60005617108502,4063.38672356726,4832.63764645002,35,2646.19397697077
"168","E02002393",5.09912886752779,19.6890530727948,3251.13901821909,6939.66346653961,31,1319.25344611529
"169","E02002389",4.96199941537562,2.69887465869927,5180.41002003507,3634.74798889373,36,1920.10585677402
"170","E02002390",5.04757656853999,12.4372956915519,6929.17431772771,3655.93310223056,40,7155.49854048241
"171","E02002394",5.07435916598162,14.9889712557587,4162.92047171547,7782.88258234589,33,780.153342850345
"172","E02002363",5.09836311758522,16.6019977591683,3050.36945235106,4799.00993729082,36,21800.7513917375
"173","E02002367",5.00589796520201,6.08025146341653,1972.26972030804,3454.09469382351,33,2539.34347685335
"174","E02002371",5.10104424911727,18.8578078040526,2800.78914272784,5836.63783166577,33,4968.2601768192
"175","E02002410",5.08423811306627,17.8627141463438,2773.27695889875,3118.61711717641,40,10537.6017645269
"176","E02002414",5.07739475061691,16.8283309893321,3878.66044566047,5292.54891551748,33,1406.27646290112
"177","E02002411",5.19908116385911,77.4249466167847,3238.85119568526,4181.97182222758,30,5227.55635757912
"178","E02002342",5.02851218247797,3.19632058378836,6103.85899131796,1833.49055961275,48,23724.645045045
"179","E02002346",5.03447764513976,5.83112932546811,5402.29206352937,3992.37957942918,40,11457.9703274216
"180","E02002345",5.07587650444793,9.86522251046555,4708.32989812736,1077.84634097892,49,29637.2025960358
"181","E02002348",5.09530241632898,19.8968472491787,4522.22371397603,2617.35654625359,43,15031.8871902156
"182","E02002416",5.18360180166425,65.0808570803652,11511.5591101017,442.786996032119,50,15820.0798885957
"183","E02002403",5.08119434258774,16.841853266483,12260.9836591937,2475.66824431175,44,19451.2455049572
"184","E02002406",5.08005386802334,13.8589543029903,13287.3370994503,2744.73293524129,45,28397.2132912301
"185","E02002386",5.09568480300188,19.3264101326918,8453.03028269943,1222.63432406749,50,18488.6365229583
"186","E02002402",5.16742770167428,48.4066440374097,8665.15719666314,1272.76354693889,45,25575.123346376
"187","E02002398",5.07094846900672,8.6165021099051,7371.89988649617,902.714443977413,48,17285.1872298899
"188","E02002369",5.01217981840998,3.48145089244234,6017.95613571438,4309.89496108124,37,3871.6511375948
"189","E02002377",5.03597122302158,7.01911772179707,3480.26266747983,15499.1229274419,27,1958.77284726587
"190","E02002376",5.02776749352092,3.77328165453941,4633.5728755962,7136.79131573394,28,2169.37401873892
"191","E02002382",5.01773573751109,6.67900080908659,3899.57076164078,18591.5610523873,28,835.391210538269
"192","E02002373",5.1373231444352,44.3148598558156,1062.78293919238,11113.6786771238,22,17558.2745445081
"193","E02006861",5.15174506828528,47.5126001608445,745.954374727996,9287.47230353379,23,15755.2856726425
"194","E02002383",5.07853403141361,10.2477577700965,0,20244.4128595075,22,12186.2231634999
"195","E02002356",5.10257759074172,24.8951212010566,6154.8400670253,1448.62916773878,42,26934.3635829317
"196","E02002357",5.15643985419198,52.5057961426182,4716.80683828765,4514.73227968831,38,19508.2743917733
"197","E02002350",5.07853403141361,13.7650306768954,5973.47296716291,1513.78367472753,45,28762.717063359
"198","E02002423",5.00147318797879,3.66672532712963,6779.09296952555,3749.64161834125,39,4335.71617391304
"199","E02006876",5.21665642286417,86.6092179012602,4235.65364107828,1660.61969064193,30,9476.84880759435
"200","E02002421",5.01773573751109,3.70977278054849,5641.17338943862,4387.90212356187,33,586.24127140975
"201","E02002374",5.07587650444793,11.7500664405266,1696.6651951054,4165.52417094503,32,10800.1272753332
"202","E02002385",5.10910458991723,20.1749713358375,625.483908263126,6694.41374497175,26,7880.55223880597
"203","E02002362",5.00515995872033,7.75656768070692,3333.30562299368,3048.34131292282,37,5284.16119902226
"204","E02002428",5.07284273440418,8.43965196370868,7315.63699696702,2082.49337565044,36,11351.1112089571
"205","E02002430",4.98312050491707,5.10164170296258,7486.88448118784,2906.69055295272,33,1386.36017983301
"206","E02002429",5.09148170365927,12.3551384363093,8631.19634493011,498.221052842345,40,16702.4453002768
"207","E02002434",5.09262731568289,10.9208947864723,9039.27359595005,1710.44645233499,34,17943.5262325857
"208","E02002361",5.04120573168015,5.66671029908667,4098.02825851738,3048.70240196455,39,17784.1019467213
"209","E02002354",5.07322175732218,9.66249003451571,3493.42758982258,3858.68113307536,41,17699.7350683149
"210","E02002353",5.04045727859847,5.54456701463515,4829.75508878439,4711.92265531242,38,23952.2366283006
"211","E02002352",5.11680482290882,26.8770092975006,4284.05231727298,4593.94544257932,40,25050.4859926918
"212","E02002360",5.07473841554559,7.81720075675815,2437.13851100811,4106.00528674281,36,19375.2321722231
"213","E02002422",5.16860774910558,61.1097547853676,5932.44096957574,2057.56660197654,42,21345.6477752517
"214","E02002424",5.10603098210257,21.8127843295013,6790.96218636228,1831.64446912428,40,17186.4391114637
"215","E02002425",5.12066365007541,26.254859748214,8115.71386803367,1376.72334293789,44,16588.311935445
"216","E02002435",5.20067401960784,66.5043066587683,8654.01300610658,943.908348321606,41,16394.3575535808
"217","E02002433",5.09951182876455,22.6088883977431,7904.50113183231,4233.67330616726,40,7328.94592488702
"218","E02002437",5.06451853509361,6.01930340906661,9737.36404598254,1146.15579299473,43,26120.9384384384
"219","E02002436",5.08461884079677,20.8616057169114,9612.99739331359,1088.88385682804,41,11194.3057460753
"220","E02002431",5.13848948085364,41.9035500202542,7434.35552771228,2606.11080451195,35,11977.3803490318
"221","E02002341",5.07625598086124,8.033940595003,5461.48930480672,544.348792285744,46,30378.8408997394
"222","E02002347",5.00996089426695,2.96711542276201,4396.51262448693,3360.67889408184,39,7858.60696202532
"223","E02002344",5.07246376811594,8.69039005810819,5696.41493968927,4049.62511464201,43,26444.0994453249
"224","E02002335",5.09415560057018,14.9037065031522,12313.8774393561,143.265088389468,48,28503.1883378016
"225","E02002333",5.07929383602633,15.3277572648955,13069.795234143,841.962783759109,47,22695.5192638687
"226","E02002336",5.14549863595029,36.3597511495527,9287.22346422113,228.439420504584,48,29345.7682611997
"227","E02002332",5.00368459837878,3.26592756623671,14214.9546230265,2137.84541023363,45,19973.2734601741
"228","E02002391",5.06414081145585,17.16294879928,6572.06531557537,3441.05725488774,38,15233.9002710027
"229","E02002395",5.1029610701939,19.8455430966636,7903.26565670839,2390.81211084789,39,16881.4368179207
"230","E02002368",5.07397997309819,12.7379456604382,7277.51164280877,1056.318276789,41,24629.786626506
"231","E02002408",5.07322175732218,12.223531836257,6113.83363199894,2519.7325821855,41,14594.7673130194
"232","E02002405",5.05923552641383,7.10405184410725,7475.58785119831,1866.70228290561,43,15399.2647394881
"233","E02002397",5.06112104949314,7.23461449225498,5172.51949792603,4087.96135291352,40,10788.8738834822
"234","E02002399",5.11834765566109,25.93179383842,4875.61127390135,1548.18313506144,35,2855.55047525402
"235","E02002401",4.98092723004695,3.27787536670547,6130.63610780062,1752.90470686312,32,1040.15755822804
"236","E02002404",5.11179703380261,26.2372841877248,3820.88966627447,6413.25542787298,29,6663.74562812277
"237","E02002427",5.07625598086124,19.6453174045041,8953.62657805847,3521.11043967774,44,13701.1841355526
"238","E02002426",5.08461884079677,13.459091028116,10164.7157332413,2095.41008144513,43,20369.1978517438
"239","E02002366",5.02851218247797,6.05698104364923,4811.36927557944,3540.37848877358,38,14979.4377539712
"240","E02002349",5.04382706878621,5.80146811746411,5640.02797386762,1247.28116651626,41,22659.4687662225
"241","E02002364",5.08766671661921,17.5522034403432,7060.27440470999,3587.33667004459,40,1262.27975352113
"242","E02002379",4.93423443063731,3.6918808043807,7003.5235133966,4525.36598430712,30,972.241208694116
"243","E02002384",5.14979142965491,49.8294021042477,1681.0277502251,7042.2332526012,25,7253.24146962532
"244","E02002392",5.22951324707332,112.471344413251,963.809114977754,8790.28162387167,22,12714.5580598166
"245","E02006852",5.13033622969399,30.6267542417979,2237.68873692891,2652.65520689621,29,24562.4179167726
"246","E02002331",5.16467635201947,49.4092118685669,18428.5176146298,328.85784497265,43,16644.9935046597
"247","E02002330",5.08614232209738,7.5324090675417,17990.4446883681,1971.53362557795,51,30462.1518835359
"248","E02002334",5.11989141909214,27.6481555947269,17290.2746809523,281.820099389507,49,26276.2413407821
"249","E02002358",5.10795155344918,24.0811299828932,7839.09500384546,2663.49211217925,43,12704.6750760649
"250","E02002370",4.99779184454586,3.61935397696402,8344.84854604337,3588.14013917503,35,4296.36745886654
"251","E02002407",5.00626705006267,8.13946866375452,3333.62312247612,4956.92157802949,33,1388.48865030675
"252","E02002409",5.05885859037401,8.97790500077676,4207.45348619733,1213.84038862574,41,8141.46561385634
"253","E02002412",5.11487758945386,25.1816920310258,3928.68537957625,1436.04898760592,38,14392.5862020316
"254","E02002438",4.9583759310647,3.79250285110791,19674.0655283515,1763.83159669175,39,3909.15679083095
"255","E02002440",5.04532620002972,7.8278555920705,19385.834849471,2947.81187523142,42,10802.6148708255
"256","E02002442",5.14121299310971,41.9862304025651,18584.9130353943,1920.38788071752,41,15899.4729602158
"257","E02002439",5.1037282020445,23.706937779727,17456.1563235994,2772.52869666915,42,5992.57504987677
"258","E02002441",5.07625598086124,13.8958869134297,16963.6971035371,3436.94706160516,40,6974.97416542632
"259","E02002450",5.18281047248302,57.5523176655947,16506.6534603251,1537.89749781365,40,17344.164602477
"260","E02002469",5.07397997309819,13.6206767350525,19612.7500494855,428.17771421898,45,17964.0293349716
"261","E02002471",5.11218190031622,15.4891200156445,24683.6695721542,269.52310219266,49,22625.8538400911
"262","E02002477",4.99007863599618,3.27391923186345,23988.2766338686,560.203526917673,42,8149.2735042735
"263","E02002461",5.15057270727452,45.1190567434384,18526.3355143718,735.368499698746,39,14301.8224852071
"264","E02002464",5.09109994751443,19.0585972564667,20829.7757265285,1284.20073137536,43,6435.92142695868
"265","E02002476",4.98787923308602,7.1966099538671,24243.2015035297,670.935639031487,41,2644.20653675004
"266","E02002479",5.0341043890866,9.82638178796906,26527.8905376911,1140.6161189561,45,7746.08219838496
"267","E02002466",5.09644974855513,17.3591103199527,15945.7806954972,2739.91732385523,45,16182.0206486486
"268","E02002468",5.08881061230608,14.9928430973968,16907.4920681679,1962.89720587089,44,19831.6966310075
"269","E02002448",5.09071824861299,19.215812942278,23233.1511821671,1067.33464222243,42,5261.99740996547
"270","E02002447",5.06225303809737,10.5787686779837,24691.8431857829,1158.53769351456,43,8325.75907274181
"271","E02002453",5.09415560057018,19.5653934846319,16488.9092829368,965.333366363983,40,6247.92971765184
"272","E02002458",5.12027750546716,28.1078111064035,13777.121682338,1309.67772690462,42,17546.8162864316
"273","E02002462",5.07132720890283,11.7147471129942,14926.3776703898,1427.9210595161,46,15671.4597578821
"274","E02002452",5.11102747459541,28.5970268348389,21550.0472611142,1149.0450797153,41,6237.43635327635
"275","E02002449",5.06981258866572,8.65727335404655,21903.7755834466,2108.63050714349,39,16676.1997039856
"276","E02002455",4.97144530677991,5.00568559118083,22744.9490094119,2482.81747036817,39,4189.98471615721
"277","E02002460",5.04607609988109,7.26808425126239,22213.2650663482,1983.54608454049,52,21864.6526520952
"278","E02002478",4.98165810711665,4.0832827613071,29293.9090030699,475.51783396401,41,9635.75864246251
"279","E02002480",5.05358737719559,8.52791371712444,29799.5844016626,2506.80024900149,44,6921.29142063216
"280","E02002481",5.10487933238102,21.550983530095,30646.1215774311,1197.12625624694,41,9724.19551497247
"281","E02002482",5.01329001772002,5.18794945165945,29353.3417531712,941.928140645349,39,4246.9630342174
