"clsuter","mean","sd","skewness","kurtosis"
"blue",34.2367508399263,17.2625456505653,0.915989687061476,3.64486751626683
"red",34.9076639697403,19.9514128521856,0.423741336783419,2.69365713980285
"green",43.21661500097,23.6943356824222,-0.0390944432934306,1.96772117121377
"grey",37.7384703782409,21.997324582276,0.222811365431364,2.23212548308188
